22175,22175,1.0,
22206,17506,1.25,
22163,14569,1.5,
22138,12528,1.75,
22111,11126,2.0,
22153,9712,2.25,
22162,8779,2.5,
22150,7942,2.75,
22295,7371,3.0,
22000,6712,3.25,
22160,6246,3.5,
22214,5822,3.75,
22227,5510,4.0,
22173,5103,4.25,
22084,4868,4.5,
22253,4632,4.75,
22159,4441,5.0,
22260,4155,5.25,
22068,3938,5.5,
22194,3802,5.75,
22050,3682,6.0,
22220,3479,6.25,
22102,3369,6.5,
22189,3198,6.75,
22206,3168,7.0,
22105,3008,7.25,
22100,2925,7.5,
