55497,55497,1.0,
55488,43728,1.25,
55410,36493,1.5,
55454,31266,1.75,
55412,27670,2.0,
55400,24314,2.25,
55521,21936,2.5,
55272,19845,2.75,
55292,18449,3.0,
55321,16763,3.25,
55359,15653,3.5,
55266,14487,3.75,
55480,13913,4.0,
55508,12820,4.25,
55316,12075,4.5,
55456,11427,4.75,
55318,11012,5.0,
55373,10346,5.25,
55496,9926,5.5,
55373,9514,5.75,
55371,9198,6.0,
55313,8713,6.25,
55430,8422,6.5,
55421,8065,6.75,
55420,7890,7.0,
55421,7471,7.25,
55508,7282,7.5,
